id,word
982,italian
983,hot dogs
983,burgers
983,italian
984,mexican
985,vegan
986,asian fusion
987,sandwiches
987,hot dogs
987,fast food
988,barbeque
989,american (new)
989,lounges
990,seafood
990,mexican
991,chinese
992,cocktail bars
992,american (new)
992,pasta shops
993,sandwiches
994,brasseries
994,american (new)
994,bars
995,pizza
996,mexican
997,desserts
997,ice cream & frozen yogurt
998,mexican
999,ice cream & frozen yogurt
1000,mexican
1001,american (new)
1001,breakfast & brunch
1002,american (traditional)
1002,breakfast & brunch
1003,coffee & tea
1003,waffles
1003,juice bars & smoothies
1004,caribbean
1005,halal
1005,middle eastern
1005,vegetarian
1006,zoos
1007,wine bars
1007,american (new)
1007,breakfast & brunch
1008,pizza
1009,cocktail bars
1009,desserts
1009,american (traditional)
1010,seafood
1010,mexican
1011,american (new)
1011,italian
1011,lounges
1012,hot dogs
1012,burgers
1012,fast food
1013,chinese
1014,american (traditional)
1014,mexican
1015,american (traditional)
1015,beer bar
